"","IND_costdiff_secondlast_lstransaction","Z_totalcount","IND_car_age_last3coverage","IND_0_25_percentile_shopping_pt_state","IND_25_50_percentile_shopping_pt_state","IND_50_75_percentile_shopping_pt_state","Ind_D_equalto_most_popular_D_in_state_switch_likelihood","Ind_duration_previous_last_secondlast_different","A","D","E","G","y","Z_time_diff_last_secondlast","IND_time_12_18","Ind_A_same_first_to_last_switch_likelihood","Ind_B_same_first_to_last_switch_likelihood","Z_cost_positivecount","homeowner","Ind_G_same_first_to_last_switch_likelihood","Ind_C_equalto_most_popular_C_in_state_switch_likelihood"
"1892",0,3,0,1,0,0,1,0,0,2,0,2,0,60,0,1,0,1,1,0,0
"1893",0,4,0,0,1,0,1,0,1,1,1,2,0,60,0,1,0,3,0,0,0
"1894",1,4,0,0,1,0,1,0,1,1,1,2,0,60,1,1,1,3,0,1,0
"1895",1,2,0,1,0,0,0,0,1,3,1,3,0,60,1,0,0,2,0,0,0
"1896",0,2,0,0,0,0,1,0,1,2,1,1,0,120,1,0,0,1,0,0,0
"1897",1,3,0,0,0,0,1,1,1,1,0,2,0,60,1,0,0,1,1,0,0
"1898",0,2,0,0,1,0,0,0,2,3,1,1,0,120,1,0,0,0,1,0,0
"1899",0,3,0,0,1,0,0,0,1,3,1,3,0,120,1,0,0,2,1,0,0
"1900",0,2,0,0,1,0,0,0,0,3,0,3,0,120,1,0,0,2,1,0,0
"1901",1,5,0,0,0,1,1,0,2,1,0,1,0,180,0,1,0,2,1,0,0
"1902",0,1,0,0,0,0,0,0,2,3,0,3,0,60,0,0,0,0,1,0,0
"1903",0,3,0,0,0,1,1,0,1,2,0,3,0,0,0,0,0,1,0,0,1
"1904",0,6,0,0,0,1,1,0,2,2,1,2,1,0,0,1,1,2,1,1,0
"1905",0,1,1,1,0,0,0,0,1,3,1,1,1,60,0,0,1,0,1,1,0
"1906",1,1,0,1,0,0,0,0,2,3,1,2,0,60,0,0,1,1,1,1,0
"1907",1,1,0,1,0,0,0,0,2,3,0,2,1,300,1,0,0,1,0,0,0
"1908",0,3,0,0,1,0,1,0,0,2,0,1,1,60,1,1,0,1,1,0,1
"1909",0,5,0,0,0,1,0,0,2,3,1,1,1,60,0,1,1,3,0,1,1
"1910",1,5,0,0,0,1,0,0,1,3,1,3,0,60,1,1,1,3,1,1,0
"1911",1,2,0,1,0,0,0,0,2,3,0,2,1,0,1,0,0,2,0,0,0
"1912",1,2,0,1,0,0,0,0,1,3,1,2,0,540,1,0,0,2,1,0,0
"1913",1,5,0,0,0,0,1,0,1,1,0,1,0,240,1,1,0,1,0,0,1
"1914",0,3,0,0,1,0,1,0,1,1,1,1,0,60,0,0,0,2,0,0,1
"1915",0,1,0,1,0,0,0,0,1,3,1,3,0,480,1,0,0,1,1,0,0
"1916",0,3,0,0,1,0,0,0,2,3,1,3,0,60,1,0,0,2,0,0,0
"1917",0,0,0,1,0,0,1,0,1,3,1,2,0,120,1,0,0,0,1,0,0
"1918",0,2,0,1,0,0,0,0,1,3,1,2,0,120,0,0,1,2,0,1,0
"1919",0,2,0,1,0,0,0,0,0,3,0,2,0,60,1,1,0,1,0,0,0
"1920",0,4,0,0,0,0,0,0,0,3,0,2,0,180,0,0,0,3,1,0,1
"1921",0,5,0,0,0,0,1,0,1,2,0,2,1,0,1,0,0,2,1,1,0
"1922",0,4,0,0,0,1,0,0,1,2,1,2,0,120,0,1,0,3,1,0,1
"1923",0,1,0,0,0,1,0,0,0,3,0,2,0,120,1,1,0,0,1,0,0
"1924",0,1,0,0,1,0,0,0,1,3,0,2,0,0,1,1,0,1,1,0,0
"1925",1,4,0,0,0,0,0,0,1,3,1,2,1,240,1,0,1,3,0,1,0
"1926",0,3,0,0,1,0,0,0,0,3,0,1,0,120,0,1,0,1,0,0,1
"1927",1,4,0,0,1,0,1,0,0,2,0,2,0,120,0,0,0,3,0,0,0
"1928",1,1,1,1,0,0,1,0,1,2,0,2,0,120,0,1,1,1,1,1,0
"1929",1,5,0,0,0,1,0,1,2,3,1,1,0,0,1,0,0,1,1,0,0
"1930",0,3,0,0,1,0,1,0,0,2,0,1,0,60,0,0,0,2,1,0,0
"1931",0,1,0,1,0,0,0,0,0,3,0,3,0,660,0,0,0,1,0,0,0
"1932",0,2,0,0,0,1,0,0,0,3,0,3,0,0,0,1,0,1,1,0,1
"1933",0,3,0,0,1,0,0,0,0,3,0,3,0,60,0,0,0,1,1,0,0
"1934",0,4,0,0,0,1,1,0,0,2,0,3,0,240,1,0,0,1,1,0,0
"1935",1,4,0,1,0,0,1,0,0,2,0,2,1,180,1,1,0,2,0,1,1
"1936",0,4,0,0,0,0,1,0,0,2,0,2,0,120,0,1,1,1,0,1,1
"1937",0,3,0,0,1,0,0,0,2,3,1,2,0,60,0,0,0,2,1,0,0
"1938",0,4,0,0,1,0,0,0,0,2,0,3,1,60,0,1,1,1,1,1,1
"1939",0,1,0,0,1,0,1,0,0,2,0,2,0,60,1,0,0,1,1,0,0
"1940",1,3,0,0,1,0,1,0,0,1,0,2,0,60,1,1,0,1,1,0,1
"1941",1,4,0,0,1,0,0,0,1,3,1,4,0,120,1,0,1,4,1,1,1
"1942",0,3,0,1,0,0,0,0,1,3,1,2,0,120,1,1,1,2,1,1,0
"1943",0,0,0,1,0,0,0,0,0,3,0,3,0,60,0,0,0,0,0,0,0
"1944",0,1,0,0,1,0,1,0,1,2,0,2,0,60,1,0,0,1,1,0,0
"1945",1,1,1,1,0,0,0,0,1,3,0,2,0,120,1,0,0,1,1,0,0
"1946",0,2,0,1,0,0,0,0,1,3,1,3,0,60,1,0,0,2,0,0,1
"1947",0,4,0,0,0,0,1,0,1,2,0,2,0,120,1,0,0,1,1,0,1
"1948",0,3,0,0,0,1,0,0,1,3,0,2,0,60,1,0,0,3,1,0,0
"1949",0,2,0,0,0,0,0,0,0,3,0,2,0,180,0,0,0,0,1,0,1
"1950",1,4,0,0,1,0,0,0,1,3,1,3,0,60,0,0,1,3,1,1,1
"1951",0,6,0,0,0,0,0,0,1,3,1,4,0,120,0,0,0,4,1,0,0
"1952",0,3,0,0,1,0,1,0,1,3,1,3,0,60,1,0,0,3,0,0,1
"1953",0,5,0,0,0,1,1,0,1,2,0,1,0,60,0,1,1,2,1,1,0
"1954",0,4,0,0,0,1,0,0,1,3,1,3,0,120,1,0,0,1,1,0,0
"1955",0,1,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0
"1956",0,2,0,0,1,0,0,0,1,3,1,2,0,60,1,1,1,2,0,1,1
"1957",0,3,0,0,1,0,0,0,1,3,1,3,0,240,0,0,0,1,0,0,0
"1958",1,1,1,1,0,0,0,0,1,3,0,3,0,60,1,0,0,1,0,0,0
"1959",1,2,0,0,0,0,0,0,0,3,0,3,0,60,1,0,0,2,1,0,0
"1960",0,5,0,0,0,0,0,0,1,3,0,3,0,240,1,0,0,4,1,0,1
"1961",0,3,0,0,0,1,1,0,1,2,1,3,0,180,0,1,1,2,0,1,1
"1962",0,2,0,0,0,1,1,0,1,2,1,3,0,120,0,0,0,1,1,0,1
"1963",0,4,0,0,0,1,1,0,1,2,0,3,0,120,0,0,0,2,1,0,0
"1964",0,1,1,1,0,0,0,0,1,3,1,2,0,120,0,0,1,0,1,1,0
"1965",0,1,0,0,1,0,0,0,1,3,1,3,0,60,1,0,0,1,1,0,0
"1966",0,5,0,0,0,0,0,0,1,3,1,3,0,180,1,0,0,2,1,0,1
"1967",0,3,0,0,1,0,1,0,2,2,0,1,0,1680,0,0,0,1,1,0,0
"1968",1,2,0,1,0,0,0,0,1,3,0,3,1,60,0,0,0,2,1,1,1
"1969",0,1,0,0,0,1,1,0,1,2,0,4,0,840,1,0,0,1,1,0,0
"1970",0,1,0,1,0,0,0,0,1,3,0,3,0,60,1,0,0,1,1,0,0
"1971",0,5,0,0,1,0,1,0,1,2,0,2,1,120,0,1,1,4,0,1,1
"1972",0,1,0,0,1,0,1,0,2,1,1,3,0,240,0,0,0,1,0,0,0
"1973",0,2,0,0,0,1,0,0,1,3,1,3,0,60,1,0,0,1,1,0,0
"1974",0,1,0,1,0,0,0,0,1,3,0,2,0,60,1,0,0,1,0,0,0
"1975",0,7,0,0,0,0,0,0,1,3,0,4,0,240,1,0,1,3,0,1,1
"1976",1,4,0,0,1,0,0,0,1,3,0,2,0,120,0,0,0,3,0,0,0
"1977",0,1,0,0,0,0,0,0,0,3,0,3,0,1440,0,1,0,0,0,0,1
"1978",1,4,0,0,1,0,1,0,2,2,0,2,0,60,1,1,0,3,0,0,1
"1979",0,2,0,1,0,0,1,0,0,1,0,1,1,60,0,1,1,0,0,1,1
"1980",1,1,1,1,0,0,0,0,1,3,1,2,0,960,1,0,0,1,1,0,1
"1981",0,1,0,1,0,0,1,0,0,2,0,3,0,60,1,0,0,0,1,0,0
"1982",0,2,0,0,0,1,0,0,0,3,0,1,0,240,1,1,0,1,0,0,0
"1983",1,3,0,0,0,0,0,0,1,3,1,2,0,120,1,0,1,1,1,1,1
"1984",1,4,0,0,0,1,1,0,0,1,0,2,0,300,0,0,0,3,0,0,0
"1985",1,1,1,1,0,0,1,0,1,1,1,1,0,60,1,1,1,1,1,1,0
"1986",0,4,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,2,0,1,0
"1987",0,2,0,0,0,0,0,0,2,3,1,1,0,60,0,1,0,0,0,0,1
"1988",0,3,0,0,1,0,0,0,0,3,0,2,0,6300,1,1,1,0,0,1,1
"1989",1,2,0,1,0,0,1,0,1,1,1,2,0,60,1,1,1,2,0,1,0
"1990",1,2,0,1,0,0,0,0,0,3,0,2,0,60,0,1,1,1,1,1,0
"1991",0,3,0,0,1,0,0,0,1,3,1,3,0,180,1,1,1,3,1,1,0
"1992",1,3,0,0,0,0,0,0,1,3,1,2,0,0,1,0,0,2,0,0,0
"1993",0,2,0,0,0,1,0,0,1,3,0,3,0,360,1,0,0,1,0,0,0
"1994",0,3,0,0,1,0,1,0,1,1,1,1,0,120,1,1,0,1,0,0,0
"1995",0,3,0,0,0,0,1,0,1,2,0,1,0,120,1,0,0,2,1,0,1
"1996",0,4,0,0,0,1,0,0,1,3,0,3,0,120,0,1,0,1,1,0,1
"1997",0,0,0,1,0,0,1,0,0,1,0,2,0,120,0,0,0,0,0,0,0
"1998",0,3,0,0,0,1,0,0,0,3,0,1,1,1320,0,1,0,2,1,1,1
"1999",0,3,0,1,0,0,1,0,0,2,0,1,0,60,1,0,0,0,0,0,1
"2000",0,4,0,0,0,0,0,0,0,3,0,3,1,60,0,1,0,1,0,0,1
"2001",0,3,0,0,1,0,0,0,1,3,1,2,0,60,1,0,1,1,0,1,0
"2002",0,3,0,0,1,0,0,0,1,3,1,2,0,120,0,1,0,2,0,0,1
"2003",0,2,0,0,1,0,0,0,1,3,1,4,1,180,1,0,0,2,1,0,1
"2004",0,3,0,0,1,0,0,0,1,3,1,3,0,60,1,1,1,2,1,1,1
"2005",1,5,0,0,0,1,1,0,1,2,0,2,0,60,1,1,0,3,0,0,0
"2006",1,1,1,1,0,0,0,0,1,3,1,1,1,60,1,1,1,1,1,1,1
"2007",0,2,0,1,0,0,0,0,1,3,0,3,1,60,0,1,1,1,1,1,0
"2008",0,6,0,0,0,0,0,0,2,3,0,2,0,0,0,1,1,1,0,1,1
"2009",0,4,0,0,1,0,0,0,1,3,1,3,0,120,1,0,0,3,0,0,1
"2010",0,2,0,0,1,0,0,0,2,3,0,2,0,120,1,1,0,0,1,0,1
"2011",0,2,0,0,1,0,0,0,1,3,0,2,0,120,1,0,1,1,0,1,0
"2012",0,2,0,0,1,0,0,0,1,3,1,4,0,120,0,0,0,1,1,0,0
"2013",0,4,0,1,0,0,0,0,1,3,1,4,0,300,0,0,1,2,1,1,0
"2014",0,2,0,0,0,1,0,0,1,3,0,4,0,60,1,1,0,2,1,0,1
"2015",0,2,0,0,0,0,0,0,1,3,0,3,0,180,0,0,0,1,1,0,0
"2016",0,5,0,0,0,1,0,0,1,3,1,4,0,60,1,0,0,2,1,0,0
"2017",0,1,0,1,0,0,1,0,0,2,0,3,0,0,0,0,0,0,1,0,0
"2018",0,4,0,0,0,0,1,0,1,2,1,2,0,120,1,0,0,1,1,0,1
"2019",0,2,0,0,1,0,0,0,1,2,1,1,0,300,1,0,0,2,0,0,0
"2020",0,2,0,1,0,0,1,0,1,2,0,3,0,360,1,1,1,1,0,1,1
"2021",0,2,0,1,0,0,1,0,1,2,0,1,0,120,1,0,0,0,0,0,0
"2022",0,1,0,1,0,0,1,0,0,2,0,2,0,540,0,0,0,1,1,0,0
"2023",0,1,0,0,1,0,0,0,2,3,1,4,0,6600,1,0,0,1,0,0,0
"2024",0,0,0,1,0,0,1,0,1,1,1,1,1,120,1,0,0,0,0,0,0
"2025",0,2,0,0,0,0,0,0,0,3,0,2,0,120,1,1,0,0,0,0,1
"2026",0,3,0,1,0,0,1,0,1,3,0,3,1,60,1,0,0,2,0,0,1
"2027",0,1,0,0,1,0,0,0,1,3,1,4,0,240,1,0,1,0,0,1,0
"2028",0,3,0,1,0,0,0,1,1,1,1,1,1,120,1,1,0,2,0,1,0
"2029",1,3,0,1,0,0,0,0,0,3,0,2,0,360,1,0,0,2,0,0,1
"2030",0,4,0,0,0,1,0,0,1,3,1,1,0,120,1,0,0,2,1,0,0
"2031",0,2,0,0,1,0,0,0,1,3,1,4,0,3240,1,0,0,2,1,0,0
"2032",0,4,0,0,0,0,0,0,1,3,1,1,0,60,1,0,0,1,0,0,0
"2033",0,4,0,0,0,0,1,0,1,1,0,2,0,60,0,0,0,4,0,0,0
"2034",0,2,0,0,1,0,0,0,1,3,1,3,0,180,1,0,0,2,1,0,0
"2035",0,4,1,0,1,0,1,0,0,1,0,2,0,60,1,0,0,3,0,0,0
"2036",0,1,0,1,0,0,0,0,1,3,1,2,0,120,0,0,0,1,1,0,0
"2037",0,1,0,1,0,0,0,0,1,3,1,3,0,60,0,0,0,1,1,0,0
"2038",0,1,0,0,1,0,0,0,1,3,1,2,0,120,0,0,0,1,0,0,0
"2039",0,4,0,0,0,1,0,0,0,3,0,3,0,60,1,0,0,3,0,0,1
"2040",1,1,1,1,0,0,0,0,1,3,1,3,0,60,1,0,0,1,1,0,0
"2041",0,2,0,0,0,0,1,1,0,2,0,2,0,60,0,1,0,0,1,0,1
"2042",0,3,0,1,0,0,0,0,1,3,1,3,0,180,1,0,0,2,1,0,0
"2043",0,3,0,0,1,0,1,0,0,1,0,2,1,60,1,0,1,2,0,1,0
"2044",0,2,0,0,0,1,0,0,1,3,1,3,0,3480,1,0,0,1,1,0,1
"2045",0,2,0,0,1,0,1,0,1,2,1,1,0,180,0,1,0,2,1,0,1
"2046",0,2,0,0,1,0,1,0,1,2,0,4,1,19200,1,0,0,2,0,0,0
"2047",0,4,0,0,1,0,1,0,2,2,1,3,0,60,0,1,0,1,0,0,1
"2048",0,1,0,0,1,0,1,0,0,2,0,1,0,720,1,0,0,1,0,0,0
"2049",0,3,0,0,1,0,0,0,1,3,1,1,0,240,0,0,0,0,1,0,1
"2050",0,1,0,1,0,0,0,0,1,3,1,3,0,60,1,0,0,0,1,0,0
"2051",0,4,0,0,0,1,0,0,1,3,0,3,0,1200,1,0,0,3,1,0,0
"2052",1,3,0,1,0,0,1,0,1,2,1,2,1,60,0,0,0,3,0,1,0
"2053",0,1,0,0,0,1,0,0,1,2,0,2,0,120,0,0,0,1,0,0,0
"2054",0,3,0,0,1,0,0,0,1,3,1,2,0,120,1,0,0,2,1,0,1
"2055",0,2,0,0,1,0,0,0,1,3,0,3,0,120,0,0,0,2,0,0,0
"2056",1,3,0,0,1,0,0,0,1,3,1,3,0,60,0,0,0,2,0,0,1
"2057",0,0,0,1,0,0,0,0,2,3,1,3,0,120,0,0,0,0,1,0,0
"2058",0,1,0,0,1,0,0,0,0,3,0,2,0,60,0,0,0,1,0,0,0
"2059",0,1,0,1,0,0,0,0,1,3,1,3,1,60,0,0,1,1,1,1,1
"2060",1,6,0,0,0,0,1,0,1,1,0,3,1,180,0,1,0,3,0,0,1
"2061",0,2,0,0,1,0,0,0,1,3,0,2,0,420,0,0,0,1,0,0,0
"2062",0,1,0,1,0,0,0,0,1,3,0,1,0,60,1,0,0,0,0,0,1
"2063",0,3,0,0,0,1,0,0,1,3,0,1,0,120,0,0,1,1,0,1,0
"2064",0,1,0,1,0,0,0,0,1,3,1,3,1,60,0,0,0,0,1,0,0
"2065",1,7,0,0,0,0,1,0,1,2,0,1,1,120,1,1,0,2,0,0,1
"2066",0,3,0,0,1,0,1,0,2,2,1,3,0,120,1,1,0,0,1,0,0
"2067",0,0,1,1,0,0,0,0,1,3,1,1,0,0,0,0,0,0,1,0,0
"2068",0,1,0,0,0,1,1,0,1,2,0,2,0,180,0,0,0,1,1,0,0
"2069",0,2,0,0,1,0,0,0,0,3,0,3,0,240,0,1,0,0,1,0,1
"2070",0,4,0,1,0,0,0,0,2,3,1,1,0,300,1,0,0,2,1,0,1
"2071",0,2,0,0,0,1,1,0,1,2,0,2,0,60,1,1,1,2,0,1,0
"2072",0,2,0,0,0,1,0,0,1,3,0,2,0,60,0,0,0,1,0,0,0
"2073",0,5,0,0,0,0,0,0,1,3,1,3,0,240,1,0,0,3,0,0,1
"2074",1,3,0,0,1,0,0,0,1,3,1,3,1,720,1,1,0,1,1,0,0
"2075",1,2,0,1,0,0,0,0,1,3,1,3,1,0,0,0,1,2,0,1,0
"2076",1,4,0,0,1,0,1,0,1,1,0,2,0,60,1,1,0,3,1,0,0
"2077",0,2,0,1,0,0,1,0,0,1,0,2,0,60,1,1,0,0,0,0,1
"2078",1,3,0,1,0,0,0,0,1,3,1,4,0,60,1,0,0,3,1,0,0
"2079",0,2,0,0,1,0,0,0,1,3,1,2,0,480,1,0,1,1,0,1,0
"2080",0,5,0,0,0,1,1,0,1,1,0,3,1,120,1,1,0,2,0,1,1
"2081",0,3,0,0,0,0,0,0,0,2,0,3,0,300,0,1,0,1,0,0,0
"2082",0,2,0,0,0,1,0,0,0,3,0,1,0,60,1,0,0,2,0,0,0
"2083",0,3,0,0,1,0,1,0,1,1,0,2,0,60,1,1,1,2,1,1,0
"2084",0,1,0,1,0,0,0,0,1,3,1,3,1,120,0,0,1,1,0,1,1
"2085",0,3,0,0,0,1,0,0,1,3,1,3,1,120,1,0,0,2,1,1,1
"2086",0,1,0,0,1,0,1,0,2,2,0,2,0,3480,0,0,0,1,0,0,0
"2087",1,4,0,0,0,1,0,0,1,1,1,4,0,120,1,1,1,4,0,1,0
"2088",0,3,0,0,0,1,0,0,2,3,0,1,0,180,0,1,0,0,1,0,1
"2089",0,4,0,0,1,0,1,0,0,3,0,2,1,120,1,1,0,2,1,1,0
"2090",0,2,0,1,0,0,0,0,1,3,0,1,1,60,0,0,0,1,1,1,0
"2091",1,1,1,1,0,0,0,0,1,3,1,3,1,0,0,0,0,1,0,0,0
"2092",0,2,0,1,0,0,0,0,0,3,0,3,1,120,1,0,0,1,1,0,1
"2093",1,2,0,1,0,0,0,0,0,3,0,4,0,180,1,1,0,1,0,0,0
"2094",0,1,0,0,0,1,1,0,0,1,0,3,0,420,1,1,1,0,1,1,1
"2095",0,5,0,0,0,1,0,0,0,3,0,1,0,60,1,1,1,2,1,1,0
"2096",0,2,0,0,0,1,0,0,2,3,1,3,0,120,1,1,1,1,0,1,0
"2097",0,3,0,0,1,0,0,0,1,3,1,3,0,300,1,0,1,3,0,1,0
"2098",0,2,0,1,0,0,0,0,2,3,0,3,0,0,0,1,1,1,1,1,1
"2099",0,5,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,4,0,1,1
"2100",0,4,0,0,1,0,0,0,1,3,0,3,0,180,1,0,0,1,1,0,1
"2101",0,4,0,0,0,0,0,0,2,3,0,2,0,600,1,1,1,1,1,1,0
"2102",0,3,0,0,1,0,1,0,2,2,1,1,0,60,1,1,0,1,0,0,1
"2103",1,2,0,1,0,0,0,0,2,3,0,1,1,60,1,1,0,1,0,0,1
"2104",0,4,0,0,0,1,0,0,1,3,0,2,0,120,1,0,0,2,1,0,0
"2105",0,3,0,0,0,1,1,0,0,2,0,3,1,0,1,1,0,1,0,0,0
"2106",0,1,0,0,0,1,0,0,2,3,1,1,0,240,1,0,1,1,0,1,0
"2107",0,6,0,0,0,0,1,0,0,2,0,1,0,60,1,1,1,3,0,1,0
"2108",0,2,0,1,0,0,0,0,1,3,0,3,0,60,0,0,0,0,1,0,0
"2109",1,2,0,0,1,0,0,0,2,3,1,4,0,120,1,0,0,2,1,0,0
"2110",0,3,0,0,0,0,0,0,1,3,0,2,0,240,1,0,0,3,0,0,0
"2111",0,3,0,0,0,0,0,0,2,3,0,1,1,120,1,1,0,2,0,0,1
"2112",0,3,0,1,0,0,1,0,1,3,0,2,0,3780,1,1,0,2,1,0,1
"2113",0,2,0,1,0,0,1,0,0,1,0,2,0,360,1,1,1,0,0,1,1
"2114",0,1,0,1,0,0,0,0,0,3,0,1,0,180,0,1,0,0,1,0,0
"2115",0,3,0,1,0,0,0,0,0,3,0,2,1,120,1,0,0,1,0,0,0
"2116",0,3,0,0,0,1,0,0,1,3,0,1,0,60,1,0,1,2,0,1,1
"2117",0,1,0,0,1,0,1,0,0,2,0,2,0,60,1,0,0,0,1,0,0
"2118",1,6,0,0,0,0,0,0,1,3,1,2,1,600,0,0,0,4,0,0,1
"2119",0,1,0,1,0,0,0,0,1,3,1,3,0,60,0,0,0,1,1,0,0
"2120",0,2,0,1,0,0,0,0,1,3,1,2,0,60,1,0,1,2,0,1,0
"2121",0,2,0,0,1,0,0,0,1,3,1,2,0,420,0,0,1,1,1,1,0
"2122",0,6,0,0,0,1,0,0,2,3,1,1,0,60,1,0,0,2,1,0,0
"2123",0,4,0,0,0,1,1,0,1,2,1,3,0,0,1,1,1,2,1,1,1
"2124",0,2,0,0,1,0,1,0,0,2,0,1,0,60,1,1,0,0,0,0,0
"2125",0,3,0,0,1,0,0,0,1,3,1,3,0,120,1,0,1,3,0,1,0
"2126",1,2,0,1,0,0,1,0,1,1,0,1,1,120,0,1,0,2,1,1,0
"2127",0,1,1,1,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0
"2128",1,4,0,0,1,0,0,0,2,3,0,2,0,120,1,1,1,3,0,1,1
"2129",0,4,0,0,0,1,0,0,1,3,1,3,1,0,1,1,1,2,0,1,1
"2130",0,2,0,0,0,1,0,0,1,3,1,3,0,0,1,0,1,1,0,1,0
"2131",0,3,0,1,0,0,1,0,2,1,0,1,0,60,1,1,0,1,1,0,1
"2132",1,6,0,0,0,0,0,0,1,3,0,3,0,60,1,1,0,5,0,0,0
"2133",0,4,0,0,1,0,1,0,2,3,1,2,0,60,0,1,0,3,1,0,1
"2134",0,1,0,0,0,1,0,0,1,3,0,1,0,2340,1,0,0,1,1,0,0
"2135",0,2,0,0,1,0,0,0,1,3,1,2,0,120,1,1,0,1,0,0,1
"2136",0,4,0,0,1,0,0,0,0,3,0,1,0,60,0,1,0,2,1,0,0
"2137",0,2,0,0,1,0,1,0,0,2,0,2,0,60,1,1,0,0,1,0,0
"2138",0,1,0,1,0,0,1,0,0,2,0,4,0,60,0,0,0,1,0,0,0
"2139",1,2,0,1,0,0,0,0,1,3,0,3,0,300,1,0,0,1,1,0,1
"2140",1,6,0,0,0,0,0,0,1,3,1,2,0,240,1,1,0,3,0,0,0
"2141",1,3,0,1,0,0,0,0,0,3,0,2,0,180,1,1,0,2,0,0,1
"2142",1,4,0,0,0,1,0,0,1,3,0,2,0,4800,1,0,0,3,0,0,1
"2143",0,1,1,1,0,0,0,0,2,3,1,1,1,60,1,0,0,0,1,0,0
"2144",1,1,1,1,0,0,0,0,1,3,0,3,1,60,0,0,0,1,1,0,0
"2145",0,6,0,0,0,0,0,0,1,3,0,3,0,300,1,0,1,1,1,1,0
"2146",0,3,0,0,0,1,0,1,0,1,0,2,1,12360,1,1,0,1,1,0,0
"2147",0,2,0,0,0,1,0,0,0,3,0,2,1,60,1,0,0,1,1,0,1
"2148",0,3,0,1,0,0,0,0,1,3,0,2,1,240,1,0,1,1,0,1,0
"2149",0,3,0,0,0,0,0,0,0,3,0,3,0,60,1,1,0,1,0,0,1
"2150",1,1,1,1,0,0,0,1,1,3,0,3,1,60,0,1,0,1,1,1,0
"2151",0,2,0,0,0,1,0,0,2,3,0,3,0,60,1,0,0,1,0,0,0
"2152",0,2,0,0,1,0,0,1,1,3,1,3,1,60,0,0,0,0,1,0,0
"2153",0,3,0,0,0,1,0,0,1,3,0,2,1,1200,1,1,0,1,0,0,1
"2154",0,3,0,0,0,1,0,0,1,3,1,3,1,60,0,1,1,3,0,1,1
"2155",0,1,0,1,0,0,0,0,0,1,0,3,0,120,0,0,0,0,1,0,0
"2156",0,3,0,0,0,0,1,0,1,2,1,2,0,120,1,0,1,1,1,1,1
"2157",0,1,0,1,0,0,1,0,0,2,0,3,0,120,1,0,0,1,0,0,0
"2158",0,3,0,0,1,0,0,0,1,1,0,1,1,13320,1,1,1,2,1,1,0
"2159",0,0,1,1,0,0,0,0,1,3,1,3,0,60,1,0,0,0,1,0,0
"2160",0,1,0,0,0,1,0,0,0,3,0,3,0,240,1,0,0,0,0,0,0
"2161",0,4,0,0,1,0,0,0,1,3,1,2,1,180,0,0,0,2,0,1,0
"2162",0,1,0,0,1,0,0,0,1,3,1,4,0,540,1,0,0,1,1,0,1
"2163",0,2,0,0,1,0,1,0,1,2,0,3,0,1200,1,0,0,1,0,0,0
"2164",0,2,0,0,1,0,1,0,0,2,0,1,0,60,1,0,0,0,0,0,0
"2165",0,2,0,0,0,0,0,0,1,3,0,1,1,60,1,0,0,2,0,0,0
"2166",0,3,0,1,0,0,0,0,2,3,1,3,0,60,1,1,0,0,0,0,1
"2167",0,2,0,0,1,0,1,0,1,3,0,3,1,420,1,0,0,2,0,0,1
"2168",0,3,0,0,0,1,0,0,0,3,0,3,0,60,0,1,0,2,0,0,0
"2169",0,4,0,0,0,0,1,0,0,2,0,2,0,120,1,0,1,1,1,1,1
"2170",0,2,0,0,1,0,0,0,1,3,1,2,0,60,1,0,0,2,1,0,0
"2171",0,1,1,1,0,0,1,0,0,2,0,2,0,0,0,0,0,0,1,0,0
"2172",1,2,0,1,0,0,1,0,1,2,1,3,1,0,1,1,1,2,0,1,1
"2173",1,6,0,0,0,0,0,0,1,3,1,1,0,600,1,0,1,3,1,1,1
"2174",0,3,0,0,1,0,1,0,0,1,0,1,1,60,0,1,0,1,0,0,0
"2175",1,4,0,0,0,1,0,0,1,3,0,2,0,120,0,0,0,2,1,0,0
"2176",0,2,0,0,0,1,1,0,1,2,0,2,0,60,1,1,0,2,1,0,1
"2177",0,2,0,0,1,0,0,0,0,3,0,2,0,120,0,0,0,1,0,0,0
"2178",0,5,0,0,0,1,0,0,2,3,0,1,0,0,1,1,0,2,1,0,0
"2179",0,1,0,0,0,1,0,0,2,3,0,1,0,120,1,0,0,0,0,0,1
"2180",0,2,0,0,1,0,1,0,1,1,1,1,0,60,1,0,0,1,1,0,1
"2181",0,7,0,0,0,0,1,0,2,1,1,1,0,120,1,1,1,5,1,1,0
"2182",0,4,0,0,0,0,0,0,1,3,1,2,0,60,1,0,1,2,0,1,1
"2183",0,2,0,1,0,0,0,0,1,3,1,2,0,60,1,1,0,2,1,0,1
"2184",0,3,0,0,1,0,0,0,1,3,1,2,1,120,1,0,0,1,0,0,1
"2185",1,4,0,0,1,0,1,0,1,2,0,2,0,180,1,0,0,3,0,0,1
"2186",0,2,0,0,1,0,0,0,1,3,1,1,1,60,1,0,0,1,1,0,1
"2187",0,3,0,0,0,0,0,0,2,3,1,2,0,1980,1,1,0,1,1,0,1
"2188",0,4,0,0,1,0,1,0,1,1,1,2,0,180,1,0,0,3,0,0,0
